weight,word
5,Sprite Features
4,Lua Features
4,Audio Features
5,C Features
2,UI Features
3,Tileset/map system
1,Keyboard
1,Animation Features
2,Physics
1,Camera
2,Framework
3,Scene Manager
1,Menu Features
3,Diagnostic & Dev Tools
1,Package Manager
1,LED Control
1,3D
1,Assets
1,license key management
1,Emulate Device Proformance
1,Web Player
