weight,word
514,Arcade
497,Adventure
480,Puzzle
451,Retro
446,Platformer
422,RPG
410,Singleplayer
395,Relaxing
393,Dungeon Crawler
383,Turn-Based
371,Side Scroller
370,Rogue-like/lite
357,Card Game
354,Metroidvania
347,Great Soundtrack
341,Visual Novel
334,Action RPG
327,Exploration
318,Rhythm
311,Comedy
