timestamp,fixed,have_playdate,have_ordered
7/2/2022 3:47:55,,True,True
7/2/2022 3:52:14,wastebraver tiny survival tale,True,True
7/2/2022 3:56:33,daily driver,True,True
7/2/2022 4:08:23,,True,True
7/2/2022 4:11:06,,False,True
7/2/2022 4:13:20,wastebraver tiny survival tale,True,True
7/2/2022 4:15:30,,True,True
7/2/2022 4:23:52,,True,True
7/2/2022 4:27:31,,False,True
7/2/2022 4:27:59,mars after midnight,False,True
7/2/2022 4:33:23,mobware minigames,True,True
7/2/2022 4:43:02,,True,True
7/2/2022 4:48:34,,False,True
7/2/2022 4:48:42,,True,True
7/2/2022 4:50:00,voyage,False,True
7/2/2022 4:59:07,,True,True
7/2/2022 5:07:47,,True,True
7/2/2022 5:19:31,,True,True
7/2/2022 5:41:23,,False,True
7/2/2022 5:46:28,atlantic 41,False,True
7/2/2022 5:57:28,,False,True
7/2/2022 6:01:11,grand tour legends,False,True
7/2/2022 6:07:58,,False,True
7/2/2022 6:18:43,other,True,True
7/2/2022 6:24:40,voyage,True,True
7/2/2022 6:26:34,,True,True
7/2/2022 6:29:13,wastebraver tiny survival tale,True,True
7/2/2022 6:29:48,,False,False
7/2/2022 7:00:39,mars after midnight,True,True
7/2/2022 7:11:08,,True,True
7/2/2022 7:22:58,mars after midnight,True,True
7/2/2022 7:29:43,wastebraver tiny survival tale,True,True
7/2/2022 7:46:44,,False,True
7/2/2022 8:01:49,,False,True
7/2/2022 8:02:16,mars after midnight,True,True
7/2/2022 8:11:56,,True,True
7/2/2022 8:15:14,,True,True
7/2/2022 8:32:10,,False,True
7/2/2022 8:35:44,,False,True
7/2/2022 8:38:16,,False,True
7/2/2022 8:44:44,,True,True
7/2/2022 9:22:37,,True,True
7/2/2022 9:37:30,,False,True
7/2/2022 9:42:32,,False,True
7/2/2022 9:45:30,other,True,True
7/2/2022 9:47:43,,True,True
7/2/2022 9:58:10,pullfrog,True,True
7/2/2022 9:58:58,,True,True
7/2/2022 10:05:52,,False,True
7/2/2022 10:07:13,,False,True
7/2/2022 11:01:15,,False,True
7/2/2022 11:25:26,,True,True
7/2/2022 11:46:59,,True,True
7/2/2022 11:49:52,,False,True
